"age_group","report_date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"40-49 years","2021-10-31","102","0","5","191377","1214","134.428571428571","5.71428571428571"
"40-49 years","2021-11-01","74","0","0","191451","1214","132.285714285714","5.71428571428571"
"40-49 years","2021-11-02","96","1","9","191547","1215","129.428571428571","4.71428571428571"
"40-49 years","2021-11-03","114","3","5","191661","1218","112.428571428571","3.71428571428571"
"40-49 years","2021-11-04","129","6","12","191790","1224","107.142857142857","3.28571428571428"
"40-49 years","2021-11-05","104","3","4","191894","1227","106","2.85714285714285"
"40-49 years","2021-11-06","68","0","2","191962","1227","98.1428571428571","1.85714285714285"
"40-49 years","2021-11-07","30","0","0","191992","1227","87.8571428571428","1.85714285714285"
"40-49 years","2021-11-08","42","5","1","192034","1232","83.2857142857143","2.57142857142857"
"40-49 years","2021-11-09","167","0","11","192201","1232","93.4285714285714","2.42857142857142"
"40-49 years","2021-11-10","85","1","5","192286","1233","89.2857142857143","2.14285714285714"
"40-49 years","2021-11-11","105","1","4","192391","1234","85.8571428571428","1.42857142857142"
"40-49 years","2021-11-12","117","4","4","192508","1238","87.7142857142857","1.57142857142857"
"40-49 years","2021-11-13","97","0","7","192605","1238","91.8571428571428","1.57142857142857"
"40-49 years","2021-11-14","74","2","4","192679","1240","98.1428571428571","1.85714285714285"
"40-49 years","2021-11-15","97","0","4","192776","1240","106","1.14285714285714"
"40-49 years","2021-11-16","109","0","9","192885","1240","97.7142857142857","1.14285714285714"
"40-49 years","2021-11-17","123","9","11","193008","1249","103.142857142857","2.28571428571428"
"40-49 years","2021-11-18","153","1","10","193161","1250","110","2.28571428571428"
"40-49 years","2021-11-19","154","3","5","193315","1253","115.285714285714","2.14285714285714"
"40-49 years","2021-11-20","99","2","4","193414","1255","115.571428571428","2.42857142857142"
"40-49 years","2021-11-21","108","0","2","193522","1255","120.428571428571","2.14285714285714"
"40-49 years","2021-11-22","63","0","3","193585","1255","115.571428571428","2.14285714285714"
"40-49 years","2021-11-23","135","3","6","193720","1258","119.285714285714","2.57142857142857"
"40-49 years","2021-11-24","136","4","4","193856","1262","121.142857142857","1.85714285714285"
"40-49 years","2021-11-25","147","0","9","194003","1262","120.285714285714","1.71428571428571"
"40-49 years","2021-11-26","69","0","5","194072","1262","108.142857142857","1.28571428571428"
"40-49 years","2021-11-27","73","1","3","194145","1263","104.428571428571","1.14285714285714"
"40-49 years","2021-11-28","74","0","5","194219","1263","99.5714285714285","1.14285714285714"
"40-49 years","2021-11-29","119","3","1","194338","1266","107.571428571428","1.57142857142857"
"40-49 years","2021-11-30","129","0","6","194467","1266","106.714285714285","1.14285714285714"
"40-49 years","2021-12-01","198","3","10","194665","1269","115.571428571428","1"
"40-49 years","2021-12-02","207","3","11","194872","1272","124.142857142857","1.42857142857142"
"40-49 years","2021-12-03","127","3","5","194999","1275","132.428571428571","1.85714285714285"
"40-49 years","2021-12-04","179","6","12","195178","1281","147.571428571428","2.57142857142857"
"40-49 years","2021-12-05","108","0","4","195286","1281","152.428571428571","2.57142857142857"
"40-49 years","2021-12-06","86","0","6","195372","1281","147.714285714285","2.14285714285714"
"40-49 years","2021-12-07","86","6","10","195458","1287","141.571428571428","3"
"40-49 years","2021-12-08","291","0","21","195749","1287","154.857142857142","2.57142857142857"
"40-49 years","2021-12-09","141","3","8","195890","1290","145.428571428571","2.57142857142857"
"40-49 years","2021-12-10","256","1","12","196146","1291","163.857142857142","2.28571428571428"
"40-49 years","2021-12-11","156","6","12","196302","1297","160.571428571428","2.28571428571428"
"40-49 years","2021-12-12","116","0","8","196418","1297","161.714285714285","2.28571428571428"
"40-49 years","2021-12-13","98","0","4","196516","1297","163.428571428571","2.28571428571428"
"40-49 years","2021-12-14","175","1","14","196691","1298","176.142857142857","1.57142857142857"
"40-49 years","2021-12-15","300","1","19","196991","1299","177.428571428571","1.71428571428571"
"40-49 years","2021-12-16","310","1","12","197301","1300","201.571428571428","1.42857142857142"
"40-49 years","2021-12-17","355","6","10","197656","1306","215.714285714285","2.14285714285714"
"40-49 years","2021-12-18","471","3","6","198127","1309","260.714285714285","1.71428571428571"
"40-49 years","2021-12-19","374","0","16","198501","1309","297.571428571428","1.71428571428571"
"40-49 years","2021-12-20","309","0","7","198810","1309","327.714285714285","1.71428571428571"
"40-49 years","2021-12-21","560","1","23","199370","1310","382.714285714285","1.71428571428571"
"40-49 years","2021-12-22","927","3","23","200297","1313","472.285714285714","2"
"40-49 years","2021-12-23","1299","4","32","201596","1317","613.571428571428","2.42857142857142"
"40-49 years","2021-12-24","1241","3","29","202837","1320","740.142857142857","2"
"40-49 years","2021-12-25","1614","9","28","204451","1329","903.428571428571","2.85714285714285"
"40-49 years","2021-12-26","1154","0","27","205605","1329","1014.85714285714","2.85714285714285"
"40-49 years","2021-12-27","846","0","33","206451","1329","1091.57142857142","2.85714285714285"
"40-49 years","2021-12-28","1384","3","63","207835","1332","1209.28571428571","3.14285714285714"
"40-49 years","2021-12-29","2278","2","38","210113","1334","1402.28571428571","3"
"40-49 years","2021-12-30","2842","5","41","212955","1339","1622.71428571428","3.14285714285714"
"40-49 years","2021-12-31","2843","1","50","215798","1340","1851.57142857142","2.85714285714285"
"40-49 years","2022-01-01","2925","0","26","218723","1340","2038.85714285714","1.57142857142857"
"40-49 years","2022-01-02","2101","2","36","220824","1342","2174.14285714285","1.85714285714285"
"40-49 years","2022-01-03","1980","1","31","222804","1343","2336.14285714285","2"
"40-49 years","2022-01-04","1980","1","33","224784","1344","2421.28571428571","1.71428571428571"
"40-49 years","2022-01-05","2809","0","44","227593","1344","2497.14285714285","1.42857142857142"
"40-49 years","2022-01-06","2974","4","22","230567","1348","2516","1.28571428571428"
"40-49 years","2022-01-07","3493","0","39","234060","1348","2608.85714285714","1.14285714285714"
"40-49 years","2022-01-08","2928","3","43","236988","1351","2609.28571428571","1.57142857142857"
"40-49 years","2022-01-09","1726","0","30","238714","1351","2555.71428571428","1.28571428571428"
"40-49 years","2022-01-10","1509","0","20","240223","1351","2488.42857142857","1.14285714285714"
"40-49 years","2022-01-11","2478","5","62","242701","1356","2559.57142857142","1.71428571428571"
"40-49 years","2022-01-12","2087","1","21","244788","1357","2456.42857142857","1.85714285714285"
"40-49 years","2022-01-13","2897","3","29","247685","1360","2445.42857142857","1.71428571428571"
"40-49 years","2022-01-14","2172","1","21","249857","1361","2256.71428571428","1.85714285714285"
"40-49 years","2022-01-15","1738","0","35","251595","1361","2086.71428571428","1.42857142857142"
"40-49 years","2022-01-16","1863","0","21","253458","1361","2106.28571428571","1.42857142857142"
"40-49 years","2022-01-17","844","0","21","254302","1361","2011.28571428571","1.42857142857142"
"40-49 years","2022-01-18","1616","0","35","255918","1361","1888.14285714285","0.71428571428571"
"40-49 years","2022-01-19","2300","2","30","258218","1363","1918.57142857142","0.85714285714285"
"40-49 years","2022-01-20","2439","4","29","260657","1367","1853.14285714285","1"
"40-49 years","2022-01-21","1897","5","29","262554","1372","1813.85714285714","1.57142857142857"
"40-49 years","2022-01-22","3011","1","17","265565","1373","1995.71428571428","1.71428571428571"
"40-49 years","2022-01-23","1017","1","15","266582","1374","1874.85714285714","1.85714285714285"
"40-49 years","2022-01-24","1710","0","10","268292","1374","1998.57142857142","1.85714285714285"
"40-49 years","2022-01-25","1682","2","11","269974","1376","2008","2.14285714285714"
"40-49 years","2022-01-26","2160","2","23","272134","1378","1988","2.14285714285714"
"40-49 years","2022-01-27","2505","2","68","274639","1380","1997.42857142857","1.85714285714285"
"40-49 years","2022-01-28","2237","7","25","276876","1387","2046","2.14285714285714"
"40-49 years","2022-01-29","998","0","27","277874","1387","1758.42857142857","2"
"40-49 years","2022-01-30","751","0","16","278625","1387","1720.42857142857","1.85714285714285"
"40-49 years","2022-01-31","915","1","5","279540","1388","1606.85714285714","2"
"40-49 years","2022-02-01","1061","2","25","280601","1390","1518.14285714285","2"
"40-49 years","2022-02-02","766","1","16","281367","1391","1319","1.85714285714285"
"40-49 years","2022-02-03","834","2","23","282201","1393","1080.28571428571","1.85714285714285"
"40-49 years","2022-02-04","956","1","15","283157","1394","897.285714285714","1"
"40-49 years","2022-02-05","677","3","15","283834","1397","851.428571428571","1.42857142857142"
"40-49 years","2022-02-06","284","0","10","284118","1397","784.714285714285","1.42857142857142"
"40-49 years","2022-02-07","396","4","11","284514","1401","710.571428571428","1.85714285714285"
"40-49 years","2022-02-08","436","1","23","284950","1402","621.285714285714","1.71428571428571"
"40-49 years","2022-02-09","474","4","10","285424","1406","579.571428571428","2.14285714285714"
"40-49 years","2022-02-10","475","6","10","285899","1412","528.285714285714","2.71428571428571"
"40-49 years","2022-02-11","366","2","6","286265","1414","444","2.85714285714285"
"40-49 years","2022-02-12","286","2","13","286551","1416","388.142857142857","2.71428571428571"
"40-49 years","2022-02-13","171","0","7","286722","1416","372","2.71428571428571"
"40-49 years","2022-02-14","161","0","2","286883","1416","338.428571428571","2.14285714285714"
"40-49 years","2022-02-15","253","6","5","287136","1422","312.285714285714","2.85714285714285"
"40-49 years","2022-02-16","218","5","6","287354","1427","275.714285714285","3"
"40-49 years","2022-02-17","205","7","11","287559","1434","237.142857142857","3.14285714285714"
"40-49 years","2022-02-18","370","3","8","287929","1437","237.714285714285","3.28571428571428"
"40-49 years","2022-02-19","187","5","10","288116","1442","223.571428571428","3.71428571428571"
"40-49 years","2022-02-20","99","0","5","288215","1442","213.285714285714","3.71428571428571"
"40-49 years","2022-02-21","87","0","4","288302","1442","202.714285714285","3.71428571428571"
"40-49 years","2022-02-22","128","5","9","288430","1447","184.857142857142","3.57142857142857"
"40-49 years","2022-02-23","202","2","10","288632","1449","182.571428571428","3.14285714285714"
"40-49 years","2022-02-24","182","1","5","288814","1450","179.285714285714","2.28571428571428"
"40-49 years","2022-02-25","143","3","8","288957","1453","146.857142857142","2.28571428571428"
"40-49 years","2022-02-26","93","0","1","289050","1453","133.428571428571","1.57142857142857"
"40-49 years","2022-02-27","73","5","1","289123","1458","129.714285714285","2.28571428571428"
"40-49 years","2022-02-28","71","0","1","289194","1458","127.428571428571","2.28571428571428"
"40-49 years","2022-03-01","119","1","10","289313","1459","126.142857142857","1.71428571428571"
"40-49 years","2022-03-02","117","3","4","289430","1462","114","1.85714285714285"
"40-49 years","2022-03-03","80","5","2","289510","1467","99.4285714285714","2.42857142857142"
"40-49 years","2022-03-04","111","0","5","289621","1467","94.8571428571428","2"
"40-49 years","2022-03-05","79","1","1","289700","1468","92.8571428571428","2.14285714285714"
"40-49 years","2022-03-06","34","0","2","289734","1468","87.2857142857143","1.42857142857142"
"40-49 years","2022-03-07","33","0","1","289767","1468","81.8571428571428","1.42857142857142"
"40-49 years","2022-03-08","70","4","4","289837","1472","74.8571428571428","1.85714285714285"
"40-49 years","2022-03-09","104","1","2","289941","1473","73","1.57142857142857"
"40-49 years","2022-03-10","70","6","1","290011","1479","71.5714285714285","1.71428571428571"
"40-49 years","2022-03-11","73","1","2","290084","1480","66.1428571428571","1.85714285714285"
"40-49 years","2022-03-12","67","4","2","290151","1484","64.4285714285714","2.28571428571428"
"40-49 years","2022-03-13","29","0","1","290180","1484","63.7142857142857","2.28571428571428"
"40-49 years","2022-03-14","28","0","1","290208","1484","63","2.28571428571428"
"40-49 years","2022-03-15","103","5","2","290311","1489","67.7142857142857","2.42857142857142"
"40-49 years","2022-03-16","79","4","1","290390","1493","64.1428571428571","2.85714285714285"
"40-49 years","2022-03-17","64","4","1","290454","1497","63.2857142857142","2.57142857142857"
"40-49 years","2022-03-18","146","2","1","290600","1499","73.7142857142857","2.71428571428571"
"40-49 years","2022-03-19","48","3","2","290648","1502","71","2.57142857142857"
"40-49 years","2022-03-20","16","0","0","290664","1502","69.1428571428571","2.57142857142857"
"40-49 years","2022-03-21","21","0","0","290685","1502","68.1428571428571","2.57142857142857"
"40-49 years","2022-03-22","41","2","2","290726","1504","59.2857142857142","2.14285714285714"
"40-49 years","2022-03-23","56","1","1","290782","1505","56","1.71428571428571"
